clutch_code,egg_number,label,area,length,max width,volume,ellipse deviation,surface area,left R^2,right R^2,mean_volume,,,,,,,,
5088,10,Egg_Measurement.txt,5.73E+04,8.07E-01,4.75E-01,9.39E-02,3.11E-04,1.05E+00,9.64E-01,9.49E-01,9.61E-02,,,,,,,,
5236,1,Egg_Measurement.txt,5.52E+04,7.88E-01,5.41E-01,1.18E-01,4.05E-04,1.19E+00,9.77E-01,9.99E-01,,,,,,,,,
5236,2,Egg_Measurement.txt,5.21E+04,7.70E-01,5.08E-01,1.18E-01,2.20E-04,1.10E+00,9.89E-01,9.77E-01,,,,,,,,,
5236,3,Egg_Measurement.txt,5.33E+04,7.86E-01,5.21E-01,1.18E-01,2.87E-04,1.15E+00,9.83E-01,9.97E-01,,,,,,,,,
5236,4,Egg_Measurement.txt,4.62E+04,7.54E-01,4.82E-01,1.18E-01,4.66E-04,1.01E+00,9.24E-01,9.86E-01,,,,,,,,,
5236,5,Egg_Measurement.txt,5.00E+04,7.45E-01,5.17E-01,1.18E-01,5.44E-04,1.08E+00,9.74E-01,9.76E-01,,,,,,,,,
5236,6,Egg_Measurement.txt,5.41E+04,7.67E-01,5.35E-01,1.18E-01,2.29E-04,1.16E+00,9.62E-01,9.88E-01,,,,,,,,,
5236,7,Egg_Measurement.txt,5.22E+04,7.69E-01,5.26E-01,1.18E-01,1.46E-04,1.15E+00,9.89E-01,9.52E-01,,,,,,,,,
5236,8,Egg_Measurement.txt,5.08E+04,7.81E-01,4.96E-01,1.18E-01,1.26E-04,1.08E+00,9.89E-01,9.87E-01,,,,,,,,,
5236,9,Egg_Measurement.txt,5.01E+04,7.52E-01,5.09E-01,1.18E-01,3.78E-05,1.09E+00,9.90E-01,9.90E-01,,,,,,,,,
5236,10,Egg_Measurement.txt,4.63E+04,7.68E-01,4.58E-01,1.18E-01,2.92E-04,9.67E-01,9.17E-01,9.21E-01,1.18E-01,,,,,,,,
5468,1,Egg_Measurement.txt,4.13E+04,7.61E-01,4.63E-01,8.51E-02,7.05E-05,9.74E-01,9.38E-01,9.60E-01,,,,,,,,,
5468,2,Egg_Measurement.txt,3.82E+04,7.00E-01,4.78E-01,8.42E-02,4.04E-05,9.52E-01,9.86E-01,9.83E-01,,,,,,,,,
5468,3,Egg_Measurement.txt,4.30E+04,7.63E-01,5.08E-01,1.03E-01,1.78E-04,1.09E+00,9.96E-01,9.93E-01,,,,,,,,,
5468,4,Egg_Measurement.txt,4.11E+04,7.29E-01,4.98E-01,9.51E-02,3.07E-04,1.03E+00,9.80E-01,9.86E-01,,,,,,,,,
5468,5,Egg_Measurement.txt,4.03E+04,7.60E-01,4.64E-01,8.55E-02,1.09E-04,9.77E-01,9.71E-01,9.79E-01,,,,,,,,,
5468,6,Egg_Measurement.txt,4.19E+04,7.56E-01,4.90E-01,9.40E-02,3.22E-04,1.03E+00,9.67E-01,9.95E-01,,,,,,,,,
5468,7,Egg_Measurement.txt,3.89E+04,7.63E-01,4.36E-01,7.60E-02,1.19E-04,9.13E-01,9.80E-01,9.80E-01,,,,,,,,,
5468,8,Egg_Measurement.txt,3.94E+04,7.75E-01,4.62E-01,8.40E-02,7.08E-04,9.73E-01,9.63E-01,9.93E-01,,,,,,,,,
5468,9,Egg_Measurement.txt,4.28E+04,7.66E-01,5.00E-01,9.96E-02,1.03E-04,1.07E+00,9.95E-01,9.98E-01,,,,,,,,,
5468,10,Egg_Measurement.txt,3.86E+04,7.19E-01,4.77E-01,8.37E-02,2.47E-04,9.52E-01,9.75E-01,9.99E-01,8.90E-02,,,,,,,,
5760,1,Egg_Measurement.txt,4.89E+04,7.64E-01,5.77E-01,1.32E-01,1.70E-05,1.27E+00,9.98E-01,9.59E-01,,,,,,,,,
5760,2,Egg_Measurement.txt,3.90E+04,7.45E-01,4.82E-01,8.97E-02,3.21E-04,1.00E+00,9.78E-01,9.50E-01,,,,,,,,,
5760,3,Egg_Measurement.txt,4.00E+04,7.27E-01,4.99E-01,9.40E-02,3.33E-04,1.03E+00,9.66E-01,9.87E-01,,,,,,,,,
5760,4,Egg_Measurement.txt,4.43E+04,7.81E-01,5.20E-01,1.10E-01,1.18E-04,1.14E+00,9.72E-01,9.91E-01,,,,,,,,,
5760,5,Egg_Measurement.txt,3.82E+04,7.51E-01,4.47E-01,7.93E-02,9.94E-06,9.32E-01,9.87E-01,9.92E-01,,,,,,,,,
5760,6,Egg_Measurement.txt,4.04E+04,6.65E-01,5.39E-01,9.90E-02,2.41E-04,1.04E+00,9.94E-01,9.98E-01,,,,,,,,,
5760,7,Egg_Measurement.txt,4.47E+04,7.64E-01,5.49E-01,1.13E-01,2.15E-04,1.15E+00,9.95E-01,9.93E-01,,,,,,,,,
5760,8,Egg_Measurement.txt,4.14E+04,7.03E-01,5.34E-01,1.06E-01,1.94E-05,1.10E+00,9.96E-01,9.77E-01,,,,,,,,,
5760,9,Egg_Measurement.txt,4.16E+04,6.93E-01,5.46E-01,1.07E-01,5.58E-04,1.10E+00,9.94E-01,9.98E-01,,,,,,,,,
5760,10,Egg_Measurement.txt,4.27E+04,7.69E-01,5.09E-01,9.90E-02,2.25E-04,1.06E+00,9.97E-01,9.94E-01,1.03E-01,,,,,,,,
6106,1,,3.30E+04,7.46E-01,5.01E-01,9.66E-02,3.56E-04,1.05E+00,9.94E-01,9.61E-01,,,,,,,,,
6106,2,,3.41E+04,7.81E-01,5.03E-01,9.99E-02,3.43E-04,1.08E+00,9.87E-01,9.95E-01,,,,,,,,,
6106,3,,3.50E+04,7.66E-01,5.16E-01,1.07E-01,1.41E-04,1.12E+00,9.74E-01,9.97E-01,,,,,,,,,
6106,4,,3.27E+04,7.72E-01,4.79E-01,9.29E-02,9.28E-06,1.03E+00,9.67E-01,9.28E-01,,,,,,,,,
6106,5,,3.07E+04,7.60E-01,4.59E-01,8.29E-02,2.58E-04,9.60E-01,9.28E-01,9.82E-01,,,,,,,,,
6106,6,,3.32E+04,7.49E-01,4.95E-01,9.52E-02,5.98E-05,1.04E+00,9.89E-01,9.99E-01,,,,,,,,,
6106,7,,3.30E+04,7.75E-01,4.89E-01,9.53E-02,3.80E-04,1.05E+00,9.82E-01,9.75E-01,,,,,,,,,
6106,8,,3.11E+04,7.43E-01,4.82E-01,8.79E-02,7.08E-04,9.90E-01,9.59E-01,9.77E-01,,,,,,,,,
6106,9,,3.20E+04,7.35E-01,4.93E-01,9.27E-02,2.92E-04,1.02E+00,9.67E-01,9.91E-01,,,,,,,,,
6106,10,Egg_Measurement.txt,3.23E+04,7.62E-01,4.92E-01,9.57E-02,4.30E-04,1.05E+00,9.94E-01,9.64E-01,9.46E-02,,,,,,,,
7215,1,,1.44E+04,7.81E-01,5.30E-01,1.14E-01,3.13E-04,1.17E+00,9.90E-01,9.85E-01,,,,,,,,,
7215,2,,1.43E+04,7.62E-01,5.47E-01,1.16E-01,2.12E-04,1.17E+00,9.98E-01,9.85E-01,,,,,,,,,
7215,3,,1.37E+04,7.73E-01,4.91E-01,9.86E-02,8.60E-05,1.07E+00,9.85E-01,9.40E-01,,,,,,,,,
7215,4,,1.29E+04,7.05E-01,5.18E-01,9.85E-02,6.46E-05,1.05E+00,9.81E-01,9.96E-01,,,,,,,,,
7215,5,,1.01E+04,5.88E-01,4.93E-01,7.30E-02,9.94E-05,8.49E-01,9.99E-01,9.75E-01,,,,,,,,,
7215,6,,1.33E+04,7.98E-01,4.70E-01,9.31E-02,3.86E-04,1.04E+00,9.84E-01,9.73E-01,,,,,,,,,
7215,7,,1.29E+04,7.75E-01,4.67E-01,8.79E-02,2.50E-04,9.98E-01,9.75E-01,9.54E-01,,,,,,,,,
7215,8,,1.32E+04,7.59E-01,5.05E-01,1.00E-01,2.47E-04,1.08E+00,9.87E-01,9.95E-01,,,,,,,,,
7215,9,,1.31E+04,7.24E-01,5.07E-01,9.73E-02,1.56E-04,1.05E+00,9.97E-01,9.95E-01,,,,,,,,,
7215,10,Egg_Measurement.txt,1.32E+04,7.53E-01,4.97E-01,9.72E-02,7.17E-05,1.05E+00,9.94E-01,9.78E-01,9.76E-02,,,,,,,,
7745,1,,5.65E+04,7.96E-01,4.75E-01,8.94E-02,1.04E-03,1.02E+00,9.51E-01,9.67E-01,,,,,,,,,
7745,2,,5.74E+04,8.10E-01,4.70E-01,9.01E-02,7.85E-04,1.02E+00,9.78E-01,9.61E-01,,,,,,,,,
7745,3,,5.67E+04,7.35E-01,4.96E-01,9.40E-02,2.64E-04,1.03E+00,9.37E-01,9.77E-01,,,,,,,,,
7745,4,,5.86E+04,7.88E-01,4.94E-01,9.85E-02,4.76E-04,1.07E+00,9.39E-01,9.43E-01,,,,,,,,,
7745,5,,5.73E+04,7.96E-01,4.68E-01,8.98E-02,4.50E-04,1.02E+00,9.77E-01,9.83E-01,,,,,,,,,
7745,6,,5.47E+04,7.91E-01,4.52E-01,8.29E-02,3.44E-04,9.69E-01,9.45E-01,9.72E-01,,,,,,,,,
7745,7,,5.73E+04,7.65E-01,4.89E-01,9.58E-02,1.76E-04,1.05E+00,9.92E-01,9.16E-01,,,,,,,,,
7745,8,,5.62E+04,7.70E-01,4.74E-01,9.13E-02,1.74E-04,1.02E+00,9.45E-01,9.89E-01,,,,,,,,,
7745,9,,5.64E+04,7.85E-01,4.74E-01,9.16E-02,6.36E-04,1.03E+00,9.92E-01,9.86E-01,,,,,,,,,
7745,10,Egg_Measurement.txt,5.82E+04,7.82E-01,4.95E-01,9.88E-02,3.49E-04,1.07E+00,9.61E-01,9.80E-01,9.22E-02,,,,,,,,
8066,1,,5.35E+04,7.96E-01,4.98E-01,1.01E-01,4.73E-04,1.09E+00,9.96E-01,9.56E-01,,,,,,,,,
8066,2,,5.41E+04,8.08E-01,5.15E-01,1.11E-01,1.79E-04,1.16E+00,9.49E-01,9.80E-01,,,,,,,,,
8066,3,,5.99E+04,8.03E-01,5.64E-01,1.34E-01,3.61E-05,1.30E+00,9.85E-01,9.86E-01,,,,,,,,,
8066,4,,4.84E+04,7.75E-01,4.64E-01,8.83E-02,2.68E-05,1.00E+00,9.76E-01,9.62E-01,,,,,,,,,
8066,5,,5.14E+04,7.72E-01,5.07E-01,1.05E-01,1.04E-04,1.11E+00,9.87E-01,9.86E-01,,,,,,,,,
8066,6,,5.43E+04,8.18E-01,5.15E-01,1.13E-01,9.49E-05,1.17E+00,9.85E-01,9.89E-01,,,,,,,,,
8066,7,,5.22E+04,8.00E-01,5.01E-01,1.05E-01,2.12E-04,1.11E+00,9.65E-01,9.98E-01,,,,,,,,,
8066,8,,4.99E+04,7.81E-01,4.99E-01,9.99E-02,3.96E-04,1.08E+00,9.83E-01,9.93E-01,,,,,,,,,
8066,9,,6.76E+04,8.40E-01,6.11E-01,1.64E-01,1.45E-05,1.48E+00,9.93E-01,9.75E-01,,,,,,,,,
8066,10,Egg_Measurement.txt,5.25E+04,7.90E-01,5.18E-01,1.09E-01,3.82E-04,1.14E+00,9.78E-01,9.78E-01,1.13E-01,,,,,,,,
8788,1,,1.28E+04,7.06E-01,4.89E-01,9.03E-02,3.10E-05,9.96E-01,9.93E-01,9.83E-01,,,,,,,,,
8788,2,,1.26E+04,7.48E-01,4.82E-01,8.80E-02,9.39E-04,9.93E-01,9.73E-01,9.82E-01,,,,,,,,,
8788,3,,1.18E+04,7.14E-01,4.57E-01,7.61E-02,7.17E-04,9.02E-01,9.77E-01,9.51E-01,,,,,,,,,
8788,4,,1.31E+04,7.24E-01,5.00E-01,9.56E-02,1.29E-05,1.03E+00,9.77E-01,9.92E-01,,,,,,,,,
8788,5,,1.29E+04,7.31E-01,4.84E-01,8.81E-02,4.11E-04,9.87E-01,9.73E-01,9.86E-01,,,,,,,,,
8788,6,,1.31E+04,7.26E-01,4.94E-01,9.32E-02,1.44E-04,1.02E+00,9.85E-01,9.59E-01,,,,,,,,,
8788,7,,1.29E+04,7.34E-01,4.77E-01,8.90E-02,2.83E-04,9.97E-01,9.91E-01,9.92E-01,,,,,,,,,
8788,8,,1.31E+04,7.24E-01,5.03E-01,9.55E-02,1.99E-04,1.03E+00,9.99E-01,9.56E-01,,,,,,,,,
8788,9,,1.33E+04,7.37E-01,5.00E-01,9.62E-02,1.56E-04,1.04E+00,9.52E-01,9.86E-01,,,,,,,,,
8788,10,Egg_Measurement.txt,1.32E+04,7.62E-01,4.87E-01,9.40E-02,1.50E-04,1.03E+00,9.65E-01,9.40E-01,9.06E-02,,,,,,,,
8988,1,,4.19E+04,7.02E-01,4.50E-01,7.47E-02,1.99E-06,8.86E-01,9.75E-01,9.97E-01,,,,,,,,,
8988,2,,4.57E+04,7.81E-01,4.39E-01,7.79E-02,1.84E-04,9.31E-01,9.71E-01,9.61E-01,,,,,,,,,
8988,3,,4.89E+04,7.45E-01,4.95E-01,9.51E-02,7.51E-04,1.04E+00,9.92E-01,9.84E-01,,,,,,,,,
8988,4,,4.77E+04,7.47E-01,5.08E-01,9.93E-02,4.08E-04,1.07E+00,9.88E-01,9.83E-01,,,,,,,,,
8988,5,,4.47E+04,7.49E-01,4.44E-01,7.85E-02,2.95E-04,9.29E-01,9.99E-01,9.76E-01,,,,,,,,,
8988,6,,5.38E+04,7.53E-01,5.44E-01,1.14E-01,3.38E-04,1.16E+00,9.69E-01,9.98E-01,,,,,,,,,
8988,7,,5.17E+04,7.69E-01,5.14E-01,1.06E-01,5.90E-07,1.12E+00,9.99E-01,9.48E-01,,,,,,,,,
8988,8,,4.94E+04,7.27E-01,5.11E-01,9.66E-02,4.43E-04,1.04E+00,9.73E-01,9.95E-01,,,,,,,,,
8988,9,,4.61E+04,7.53E-01,4.64E-01,8.51E-02,5.57E-05,9.72E-01,9.90E-01,9.63E-01,,,,,,,,,
8988,10,Egg_Measurement.txt,5.02E+04,7.18E-01,5.35E-01,1.06E-01,5.17E-04,1.10E+00,9.93E-01,9.81E-01,9.33E-02,,,,,,,,
9156,1,,6.87E+04,8.58E-01,5.44E-01,1.29E-01,6.39E-04,1.28E+00,9.36E-01,9.98E-01,,,,,,,,,
9156,2,,5.71E+04,7.64E-01,5.03E-01,1.01E-01,5.13E-05,1.08E+00,9.59E-01,9.94E-01,,,,,,,,,
9156,3,,5.90E+04,8.25E-01,4.97E-01,1.04E-01,5.38E-04,1.12E+00,9.92E-01,9.65E-01,,,,,,,,,
9156,4,,5.60E+04,7.54E-01,4.97E-01,9.64E-02,3.54E-04,1.05E+00,9.85E-01,9.90E-01,,,,,,,,,
9156,5,,5.98E+04,8.02E-01,5.04E-01,1.04E-01,7.08E-04,1.11E+00,9.57E-01,9.73E-01,,,,,,,,,
9156,6,Egg_Measurement.txt,6.14E+04,8.10E-01,5.03E-01,1.09E-01,2.02E-04,1.14E+00,9.95E-01,9.82E-01,1.07E-01,,,,,,,,
9357,1,Egg_Measurement.txt,5.31E+04,7.34E-01,4.79E-01,8.76E-02,3.97E-04,9.86E-01,9.94E-01,9.74E-01,,,,,,,,,
9357,2,Egg_Measurement.txt,4.49E+04,7.15E-01,3.99E-01,6.19E-02,1.13E-04,8.00E-01,9.91E-01,9.78E-01,,,,,,,,,
9357,3,Egg_Measurement.txt,4.85E+04,7.22E-01,4.43E-01,7.33E-02,2.65E-04,8.82E-01,9.85E-01,9.72E-01,,,,,,,,,
9357,4,Egg_Measurement.txt,5.37E+04,7.39E-01,4.79E-01,8.87E-02,2.27E-06,9.92E-01,9.91E-01,9.88E-01,,,,,,,,,
9357,5,Egg_Measurement.txt,6.20E+04,7.35E-01,5.43E-01,1.14E-01,1.20E-05,1.15E+00,9.98E-01,9.99E-01,,,,,,,,,
9357,6,Egg_Measurement.txt,4.96E+04,6.99E-01,4.57E-01,7.66E-02,1.10E-04,8.99E-01,9.80E-01,9.56E-01,,,,,,,,,
9357,7,Egg_Measurement.txt,5.31E+04,7.10E-01,4.89E-01,8.69E-02,6.98E-04,9.75E-01,9.74E-01,9.91E-01,,,,,,,,,
9357,8,Egg_Measurement.txt,5.25E+04,7.07E-01,4.98E-01,9.23E-02,9.36E-05,1.01E+00,9.87E-01,9.96E-01,,,,,,,,,
9357,9,Egg_Measurement.txt,5.58E+04,7.07E-01,5.13E-01,9.67E-02,2.21E-04,1.04E+00,9.87E-01,9.79E-01,,,,,,,,,
9357,10,Egg_Measurement.txt,5.16E+04,7.28E-01,4.61E-01,8.12E-02,5.14E-05,9.39E-01,9.62E-01,9.65E-01,8.59E-02,,,,,,,,
9717,1,Egg_Measurement.txt,2.65E+04,7.10E-01,5.04E-01,9.12E-02,2.64E-04,1.00E+00,9.87E-01,9.95E-01,,,,,,,,,
9717,2,Egg_Measurement.txt,2.68E+04,7.53E-01,4.67E-01,8.43E-02,4.47E-04,9.67E-01,9.98E-01,9.84E-01,,,,,,,,,
9717,3,Egg_Measurement.txt,3.19E+04,7.72E-01,5.28E-01,1.11E-01,1.60E-05,1.14E+00,9.96E-01,9.95E-01,,,,,,,,,
9717,4,Egg_Measurement.txt,2.92E+04,7.79E-01,4.69E-01,8.77E-02,6.26E-04,1.00E+00,9.89E-01,9.19E-01,,,,,,,,,
9717,5,Egg_Measurement.txt,2.74E+04,7.67E-01,4.53E-01,8.15E-02,4.31E-05,9.50E-01,9.74E-01,9.97E-01,,,,,,,,,
9717,6,Egg_Measurement.txt,3.00E+04,7.36E-01,5.12E-01,9.77E-02,1.08E-03,1.05E+00,9.97E-01,9.84E-01,,,,,,,,,
9717,7,Egg_Measurement.txt,2.78E+04,7.17E-01,4.90E-01,9.10E-02,2.57E-05,1.00E+00,9.85E-01,9.97E-01,,,,,,,,,
9717,8,Egg_Measurement.txt,2.99E+04,8.04E-01,4.80E-01,9.52E-02,1.05E-04,1.05E+00,9.84E-01,9.96E-01,,,,,,,,,
9717,9,Egg_Measurement.txt,2.51E+04,6.80E-01,4.65E-01,7.68E-02,7.27E-05,8.96E-01,9.55E-01,9.93E-01,,,,,,,,,
9717,10,Egg_Measurement.txt,2.95E+04,7.49E-01,4.84E-01,9.31E-02,3.47E-05,1.03E+00,9.49E-01,9.90E-01,9.09E-02,,,,,,,,
